-31.977098,115.817884
-31.976515,115.817385
-31.977195,115.81997
-31.976267,115.817907
-31.977273,115.817208
-31.977967,115.817191
-31.977261,115.819029
-31.977188,115.818582
-31.976385,115.820271
-31.977348,115.816556
-31.976885,115.819738
-31.978286,115.818897
-31.976678,115.817921
-31.978447,115.817282
-31.976949,115.817465
-31.978237,115.817262
-31.976873,115.817677
-31.977106,115.818204
-31.977461,115.820291
-31.978109,115.818607
-31.97745,115.819056
-31.976855,115.816677
-31.978276,115.818317
-31.977008,115.819919
-31.976641,115.817663
-31.977091,115.817649
-31.9766,115.818226
-31.978734,115.817391
-31.977022,115.820624
-31.977518,115.817687
-31.978674,115.817847
-31.977552,115.818214
-31.976893,115.82078
-31.977816,115.816452
-31.976626,115.817029
-31.97848,115.819502
-31.978928,115.816976
-31.977837,115.818155
-31.977769,115.817858
-31.979122,115.819066
-31.97785,115.8163
-31.976536,115.816554
-31.976598,115.820023
-31.977452,115.816894
-31.976962,115.816396
-31.976361,115.819416
-31.97688,115.815906
-31.978711,115.8191
-31.976806,115.816432
-31.977474,115.81875
-31.976259,115.818402
-31.977654,115.820421
-31.97749,115.817962
-31.977673,115.816938
-31.977197,115.8167
-31.978617,115.818067
-31.977973,115.81746
-31.976991,115.819427
-31.976839,115.818066
-31.977404,115.817287
-31.976885,115.819145
-31.977222,115.816944
-31.976842,115.817158
-31.978818,115.818621
-32.007999,115.893928
-32.006971,115.893242
-32.005046,115.89385
-32.007002,115.89573
-32.004884,115.894271
-32.004647,115.894406
-32.002883,115.891783
-32.004157,115.893677
-32.005618,115.8944
-32.004469,115.894976
-32.004225,115.893079
-32.007912,115.893693
-32.004213,115.894929
-32.006025,115.895825
-32.003621,115.894298
-32.004441,115.893831
-32.005058,115.894193
-32.007315,115.89327
-32.007261,115.894374
-32.008284,115.893931
-32.005989,115.893287
-32.003407,115.894183
-32.005787,115.893339
-32.003933,115.895596
-32.005672,115.896703
-32.004391,115.894359
-32.004602,115.895175
-32.004882,115.893057
-32.004908,115.894576
-32.004685,115.893362
-32.004783,115.895333
-32.004471,115.895488
-32.003729,115.894004
-32.004846,115.893892
-32.008615,115.894562
-32.006274,115.892336
-32.004596,115.894767
-32.003498,115.893576
-32.066989,115.834873
-32.067369,115.833681
-32.067644,115.8348
-32.065016,115.831475
-32.063996,115.83433
-32.065231,115.834584
-32.065818,115.835353
-32.067905,115.833529
-32.065395,115.834808
-32.068144,115.834582
-32.066724,115.836199
-32.065925,115.834106
-32.067212,115.834959
-32.068619,115.833643
-32.067369,115.837845
-32.067238,115.834591
-32.06604,115.835502
-32.066533,115.835466
-32.067582,115.835551
-32.06838,115.837098
-32.066738,115.833526
-32.06714,115.836457
-32.067208,115.830961
-32.065624,115.833579
-32.066196,115.835879
-32.066938,115.831645
-32.065835,115.835729
-32.064982,115.83375
-32.066291,115.835556
-32.066882,115.83132
-32.065964,115.834649
-32.066803,115.834103
-32.068753,115.835161
-32.064901,115.8346
-32.06821,115.837534
-32.067774,115.838003
-32.066953,115.832025
-32.067714,115.83345
-32.068437,115.83388
-32.066891,115.835282
-32.066785,115.833292
-32.066556,115.833422
-32.066541,115.835198
-32.067656,115.833927
-32.064728,115.834264
-32.068621,115.834506
-32.06671,115.835892
-32.067769,115.829758
-32.0643,115.832908
-32.066229,115.837176
-32.06763,115.834518
-32.06677,115.836445
-32.066705,115.837269
-32.067549,115.83743
-32.066226,115.835179
-32.066691,115.83567
-32.066213,115.833844
-32.066753,115.832534
-32.066685,115.832314
-32.064631,115.838119
-32.066666,115.833005
-32.066702,115.83493
-32.066158,115.834643
-32.066009,115.836726
-32.067845,115.830061
-32.068101,115.83644
-32.0667,115.829965
-32.066325,115.834829
-32.065557,115.833884
-32.068333,115.835
-32.067774,115.834955
-32.068592,115.834747
-32.068118,115.835405
-32.068426,115.835206
-32.068424,115.834637
-32.066343,115.836095
-32.067991,115.837165
-32.066546,115.836764
